"customer_id","customer_name","email","signup_date","customer_segment","state","region_id"
389,Mason Johnson,customer0389@example.com,2024-04-17,Small Business,AZ,4
390,Ethan Martinez,customer0390@example.com,2025-09-10,Consumer,MN,3
391,Olivia Martin,customer0391@example.com,2025-05-09,Consumer,OK,4
392,Leo Jackson,customer0392@example.com,2025-01-18,Consumer,OR,5
393,Jack Johnson,customer0393@example.com,2022-08-12,Small Business,OR,5
394,Jack Smith,customer0394@example.com,2025-02-27,Corporate,VA,2
395,Zoe Garcia,customer0395@example.com,2022-01-22,Consumer,OH,3
396,Leo Harris,customer0396@example.com,2025-04-03,Small Business,WA,5
397,Nora Moore,customer0397@example.com,2024-08-06,Small Business,NV,4
398,Mia Taylor,customer0398@example.com,2022-02-20,Consumer,OR,5
399,Olivia Garcia,customer0399@example.com,2022-10-18,Consumer,NM,4
400,Noah White,customer0400@example.com,2024-09-16,Consumer,TX,4
401,Ella Thomas,customer0401@example.com,2022-05-18,Consumer,TX,4
402,Aria Garcia,customer0402@example.com,2025-10-18,Small Business,NY,1
403,Liam Harris,customer0403@example.com,2022-11-24,Consumer,CO,5
404,Ethan Moore,customer0404@example.com,2025-07-13,Consumer,OK,4
405,Ava Lewis,customer0405@example.com,2023-02-09,Consumer,OK,4
406,Ava Davis,customer0406@example.com,2023-02-26,Consumer,TX,4
407,Sophia Harris,customer0407@example.com,2023-01-18,Consumer,WA,5
408,Sophia Martinez,customer0408@example.com,2025-10-05,Small Business,NV,4
409,Jack Moore,customer0409@example.com,2025-06-05,Consumer,IL,3
410,Nora Martin,customer0410@example.com,2025-06-18,Consumer,MI,3
411,Owen Johnson,customer0411@example.com,2025-10-08,Consumer,CA,5
412,Mason Garcia,customer0412@example.com,2023-01-10,Consumer,GA,2
413,Leah Jackson,customer0413@example.com,2025-05-06,Consumer,CO,5
414,Liam Thompson,customer0414@example.com,2025-07-25,Consumer,AZ,4
415,Liam Thompson,customer0415@example.com,2023-08-15,Consumer,OR,5
416,Jack Smith,customer0416@example.com,2024-01-06,Corporate,OK,4
417,Noah Moore,customer0417@example.com,2025-02-24,Consumer,VA,2
418,Aiden Jackson,customer0418@example.com,2025-12-25,Small Business,OK,4
419,Olivia Clark,customer0419@example.com,2022-03-05,Small Business,GA,2
420,Emma Martinez,customer0420@example.com,2023-04-06,Consumer,OH,3
421,Owen Thompson,customer0421@example.com,2025-01-30,Consumer,NV,4
422,Lucas Harris,customer0422@example.com,2024-01-22,Consumer,NJ,1
423,Ryan Davis,customer0423@example.com,2024-05-20,Consumer,AZ,4
424,Emma Martin,customer0424@example.com,2023-06-23,Consumer,IL,3
425,Sophia Wilson,customer0425@example.com,2023-03-06,Small Business,NV,4
426,Jack Jackson,customer0426@example.com,2022-12-06,Consumer,OH,3
427,Emma Clark,customer0427@example.com,2023-12-20,Consumer,TN,2
428,Liam Thomas,customer0428@example.com,2025-12-12,Consumer,UT,5
429,Leo Garcia,customer0429@example.com,2022-10-05,Corporate,MN,3
430,Lucas Brown,customer0430@example.com,2025-12-07,Small Business,NY,1
431,Aria Wilson,customer0431@example.com,2025-10-16,Consumer,GA,2
432,Lucas Jackson,customer0432@example.com,2024-02-08,Consumer,CA,5
433,Leo Martinez,customer0433@example.com,2025-11-23,Corporate,NM,4
434,Aiden Thomas,customer0434@example.com,2025-04-06,Consumer,TX,4
435,Nora Johnson,customer0435@example.com,2024-12-30,Consumer,OK,4
436,Aiden Martinez,customer0436@example.com,2023-10-24,Small Business,NC,2
437,Owen Brown,customer0437@example.com,2025-03-05,Small Business,OR,5
438,Emma Garcia,customer0438@example.com,2025-07-06,Small Business,MA,1
439,Sophia Lee,customer0439@example.com,2024-06-22,Consumer,MA,1
440,Mia Anderson,customer0440@example.com,2022-11-22,Small Business,NC,2
441,Nora Martinez,customer0441@example.com,2022-06-18,Consumer,NY,1
442,Leah Anderson,customer0442@example.com,2025-12-03,Small Business,MA,1
443,Sophia Patel,customer0443@example.com,2023-03-14,Consumer,NY,1
444,Ethan White,customer0444@example.com,2025-10-24,Consumer,CA,5
445,Sophia Jackson,customer0445@example.com,2025-11-22,Consumer,IL,3
446,Leah Johnson,customer0446@example.com,2022-07-29,Consumer,NC,2
447,Mia Moore,customer0447@example.com,2022-09-30,Consumer,OH,3
448,Leo Clark,customer0448@example.com,2022-01-18,Consumer,NY,1
449,Nora Davis,customer0449@example.com,2025-07-10,Small Business,OK,4
450,Ella Davis,customer0450@example.com,2022-06-27,Corporate,WA,5
451,Owen Moore,customer0451@example.com,2023-12-21,Corporate,PA,1
452,Ethan Martinez,customer0452@example.com,2025-08-13,Consumer,TN,2
453,Jack Lewis,customer0453@example.com,2023-08-07,Small Business,CA,5
454,Noah White,customer0454@example.com,2025-05-27,Consumer,MN,3
455,Emma Wilson,customer0455@example.com,2024-10-10,Consumer,OH,3
456,Jack Johnson,customer0456@example.com,2024-12-17,Corporate,TX,4
457,Aria Brown,customer0457@example.com,2024-03-03,Small Business,WI,3
458,Nora Harris,customer0458@example.com,2025-10-30,Consumer,OK,4
459,Ava Clark,customer0459@example.com,2022-05-19,Consumer,NY,1
460,Emma Moore,customer0460@example.com,2024-11-03,Consumer,CT,1
461,Zoe Moore,customer0461@example.com,2022-06-18,Consumer,NV,4
462,Mia Martinez,customer0462@example.com,2022-06-21,Consumer,UT,5
463,Mia Harris,customer0463@example.com,2023-11-01,Consumer,FL,2
464,Zoe Wilson,customer0464@example.com,2022-04-29,Consumer,MN,3
465,Ella Lewis,customer0465@example.com,2025-05-31,Consumer,NY,1
466,Ava Brown,customer0466@example.com,2025-12-07,Consumer,MA,1
467,Leo White,customer0467@example.com,2023-06-15,Consumer,OH,3
468,Sophia Patel,customer0468@example.com,2023-11-18,Small Business,MI,3
469,Olivia Martinez,customer0469@example.com,2025-12-29,Corporate,CA,5
470,Ella White,customer0470@example.com,2024-01-08,Consumer,NV,4
471,Nora Lee,customer0471@example.com,2023-06-07,Small Business,TN,2
472,Ethan White,customer0472@example.com,2022-01-06,Consumer,NJ,1
473,Emma Thompson,customer0473@example.com,2024-01-16,Consumer,GA,2
474,Emma Harris,customer0474@example.com,2025-09-04,Consumer,NC,2
475,Zoe Thomas,customer0475@example.com,2023-07-10,Small Business,TN,2
476,Sophia White,customer0476@example.com,2025-10-10,Corporate,OH,3
477,Leo Smith,customer0477@example.com,2024-04-01,Consumer,VA,2
478,Mason Thomas,customer0478@example.com,2022-06-26,Consumer,IL,3
479,Noah Anderson,customer0479@example.com,2025-02-28,Small Business,WI,3
480,Ella Taylor,customer0480@example.com,2025-04-26,Corporate,GA,2
481,Ethan Brown,customer0481@example.com,2022-01-14,Corporate,CA,5
482,Ryan Taylor,customer0482@example.com,2025-07-26,Small Business,FL,2
483,Ava Moore,customer0483@example.com,2023-09-22,Consumer,WI,3
484,Zoe Thompson,customer0484@example.com,2022-05-03,Corporate,GA,2
485,Olivia Smith,customer0485@example.com,2023-04-20,Corporate,WI,3
486,Nora Martin,customer0486@example.com,2022-06-23,Consumer,NV,4
487,Leah Johnson,customer0487@example.com,2025-04-27,Consumer,VA,2
488,Ethan Anderson,customer0488@example.com,2023-06-19,Small Business,VA,2
489,Aria Martin,customer0489@example.com,2023-07-11,Consumer,OH,3
490,Owen Garcia,customer0490@example.com,2022-11-15,Consumer,VA,2
491,Aria Jackson,customer0491@example.com,2022-09-05,Consumer,AZ,4
492,Mason Martin,customer0492@example.com,2023-06-27,Small Business,TX,4
493,Mason Lewis,customer0493@example.com,2022-03-24,Consumer,NC,2
494,Olivia Wilson,customer0494@example.com,2023-12-30,Consumer,FL,2
495,Lucas Lee,customer0495@example.com,2022-03-05,Corporate,MN,3
496,Ryan Wilson,customer0496@example.com,2022-07-13,Consumer,WA,5
497,Ava Smith,customer0497@example.com,2023-04-01,Consumer,MA,1
498,Olivia Clark,customer0498@example.com,2025-04-15,Consumer,IL,3
499,Olivia Davis,customer0499@example.com,2025-08-15,Consumer,NY,1
500,Aria Garcia,customer0500@example.com,2022-03-29,Corporate,NJ,1
501,Owen Jackson,customer0501@example.com,2024-03-19,Consumer,VA,2
502,Liam Taylor,customer0502@example.com,2023-03-16,Corporate,NM,4
503,Ella Brown,customer0503@example.com,2022-03-12,Consumer,WI,3
504,Mason Thompson,customer0504@example.com,2024-04-23,Corporate,VA,2
505,Olivia Martinez,customer0505@example.com,2024-02-24,Consumer,NY,1
506,Ethan Harris,customer0506@example.com,2022-02-09,Corporate,OR,5
507,Ryan Thompson,customer0507@example.com,2023-12-06,Corporate,NV,4
508,Leah Martinez,customer0508@example.com,2023-01-04,Consumer,WI,3
509,Ava Martinez,customer0509@example.com,2022-04-30,Small Business,VA,2
510,Nora Clark,customer0510@example.com,2023-04-22,Corporate,CA,5
511,Ethan Martinez,customer0511@example.com,2024-12-28,Small Business,FL,2
512,Owen Moore,customer0512@example.com,2023-12-28,Corporate,GA,2
513,Ethan Clark,customer0513@example.com,2023-10-14,Small Business,NC,2
514,Ava Taylor,customer0514@example.com,2025-03-08,Consumer,UT,5
515,Aiden Harris,customer0515@example.com,2023-09-25,Consumer,FL,2
516,Emma Wilson,customer0516@example.com,2025-05-17,Consumer,CT,1
517,Ava Thomas,customer0517@example.com,2025-06-11,Consumer,AZ,4
518,Liam Thomas,customer0518@example.com,2022-05-02,Consumer,WI,3
519,Sophia White,customer0519@example.com,2024-01-18,Corporate,NC,2
520,Owen Garcia,customer0520@example.com,2023-11-21,Consumer,AZ,4
521,Zoe Thompson,customer0521@example.com,2025-08-22,Consumer,TN,2
522,Nora Wilson,customer0522@example.com,2025-09-25,Consumer,WA,5
523,Mason Anderson,customer0523@example.com,2022-09-18,Consumer,TX,4
524,Leah Clark,customer0524@example.com,2022-03-08,Consumer,OR,5
525,Ethan Clark,customer0525@example.com,2022-08-02,Corporate,WA,5
526,Olivia Wilson,customer0526@example.com,2023-12-12,Corporate,OH,3
527,Aria Martin,customer0527@example.com,2022-01-24,Consumer,NY,1
528,Nora Martinez,customer0528@example.com,2022-08-10,Small Business,NJ,1
529,Ella Jackson,customer0529@example.com,2022-12-07,Corporate,OK,4
530,Nora Harris,customer0530@example.com,2024-02-08,Consumer,OK,4
531,Ethan Lee,customer0531@example.com,2024-07-13,Consumer,CA,5
532,Ava Thomas,customer0532@example.com,2023-06-19,Corporate,IL,3
533,Liam Moore,customer0533@example.com,2022-11-26,Small Business,WI,3
534,Aria Lewis,customer0534@example.com,2025-06-10,Corporate,NJ,1
535,Liam Lewis,customer0535@example.com,2024-06-08,Consumer,TX,4
536,Noah Davis,customer0536@example.com,2024-04-18,Small Business,WI,3
537,Mason Anderson,customer0537@example.com,2023-05-02,Consumer,MN,3
538,Ryan Thompson,customer0538@example.com,2022-11-11,Consumer,CA,5
539,Olivia Anderson,customer0539@example.com,2025-09-17,Consumer,OK,4
540,Sophia Patel,customer0540@example.com,2023-02-28,Consumer,NC,2
541,Aiden Garcia,customer0541@example.com,2023-09-24,Small Business,MA,1
542,Lucas Johnson,customer0542@example.com,2025-08-07,Consumer,AZ,4
543,Leah Taylor,customer0543@example.com,2023-01-18,Consumer,MI,3
544,Ella Martinez,customer0544@example.com,2023-04-09,Small Business,NV,4
545,Mia Garcia,customer0545@example.com,2022-06-25,Small Business,CT,1
546,Owen Wilson,customer0546@example.com,2025-02-07,Consumer,OK,4
547,Zoe Harris,customer0547@example.com,2025-11-08,Small Business,CO,5
548,Ethan Thompson,customer0548@example.com,2023-09-05,Consumer,CA,5
549,Owen White,customer0549@example.com,2025-03-16,Small Business,UT,5
550,Sophia Martin,customer0550@example.com,2022-12-21,Corporate,GA,2
551,Noah Brown,customer0551@example.com,2022-03-29,Consumer,VA,2
552,Mia Lewis,customer0552@example.com,2023-06-13,Consumer,FL,2
553,Leah Harris,customer0553@example.com,2024-03-24,Consumer,PA,1
554,Ella Patel,customer0554@example.com,2025-12-05,Consumer,UT,5
555,Sophia Jackson,customer0555@example.com,2022-11-03,Consumer,NV,4
556,Sophia Garcia,customer0556@example.com,2025-02-26,Small Business,OR,5
557,Nora Jackson,customer0557@example.com,2023-06-25,Consumer,CO,5
558,Jack Thompson,customer0558@example.com,2022-03-18,Consumer,CO,5
559,Jack Lewis,customer0559@example.com,2025-10-26,Small Business,FL,2
560,Aria Wilson,customer0560@example.com,2022-04-11,Small Business,NM,4
561,Ava Thomas,customer0561@example.com,2023-09-13,Consumer,MN,3
562,Ethan Brown,customer0562@example.com,2023-09-08,Corporate,MA,1
563,Lucas Jackson,customer0563@example.com,2025-05-23,Consumer,OH,3
564,Noah Jackson,customer0564@example.com,2024-09-19,Small Business,NM,4
565,Leo Lee,customer0565@example.com,2022-05-15,Consumer,CT,1
566,Mia White,customer0566@example.com,2025-03-10,Consumer,AZ,4
567,Emma Wilson,customer0567@example.com,2022-03-09,Consumer,NC,2
568,Lucas Taylor,customer0568@example.com,2024-08-08,Consumer,FL,2
569,Ethan Taylor,customer0569@example.com,2024-09-28,Consumer,NY,1
570,Owen Harris,customer0570@example.com,2023-12-18,Consumer,NM,4
571,Mason Patel,customer0571@example.com,2024-03-02,Consumer,CT,1
572,Ethan Wilson,customer0572@example.com,2025-10-19,Consumer,VA,2
573,Ava Patel,customer0573@example.com,2024-08-28,Corporate,WA,5
574,Ava Wilson,customer0574@example.com,2023-06-01,Consumer,OR,5
575,Zoe Moore,customer0575@example.com,2023-12-16,Consumer,OH,3
576,Mason White,customer0576@example.com,2025-07-01,Consumer,TX,4
577,Leo Taylor,customer0577@example.com,2025-02-23,Consumer,CT,1
578,Mason Garcia,customer0578@example.com,2024-09-13,Consumer,MI,3
579,Lucas Martinez,customer0579@example.com,2025-09-05,Small Business,MI,3
580,Mia White,customer0580@example.com,2023-05-08,Corporate,TN,2
581,Aria Brown,customer0581@example.com,2022-02-22,Consumer,NM,4
582,Zoe Moore,customer0582@example.com,2024-03-06,Small Business,WI,3
583,Noah Thomas,customer0583@example.com,2025-12-31,Consumer,UT,5
584,Nora White,customer0584@example.com,2023-09-07,Small Business,NV,4
585,Mason Garcia,customer0585@example.com,2024-08-22,Consumer,NC,2
586,Liam Thomas,customer0586@example.com,2025-09-02,Consumer,OR,5
587,Mason Jackson,customer0587@example.com,2023-11-10,Consumer,TN,2
588,Ella Garcia,customer0588@example.com,2024-08-21,Consumer,WI,3
589,Jack Johnson,customer0589@example.com,2024-08-25,Corporate,UT,5
590,Leah White,customer0590@example.com,2023-09-04,Consumer,NY,1
591,Noah Thomas,customer0591@example.com,2024-04-18,Corporate,VA,2
592,Aria Lee,customer0592@example.com,2022-06-15,Consumer,GA,2
593,Emma Patel,customer0593@example.com,2024-07-14,Consumer,OH,3
594,Liam Thompson,customer0594@example.com,2022-06-30,Consumer,CO,5
595,Leah Jackson,customer0595@example.com,2024-09-04,Consumer,TX,4
596,Noah Taylor,customer0596@example.com,2022-01-29,Corporate,UT,5
597,Ava Patel,customer0597@example.com,2025-07-07,Small Business,GA,2
598,Mason Brown,customer0598@example.com,2022-07-30,Consumer,WI,3
599,Liam Johnson,customer0599@example.com,2022-04-04,Consumer,MI,3
600,Leo Lewis,customer0600@example.com,2024-12-09,Consumer,AZ,4
601,Aiden Taylor,customer0601@example.com,2023-01-21,Consumer,MN,3
602,Ethan Wilson,customer0602@example.com,2022-09-26,Consumer,NJ,1
603,Leo Lee,customer0603@example.com,2022-09-10,Consumer,CA,5
604,Lucas Harris,customer0604@example.com,2025-06-30,Consumer,TX,4
605,Ava Smith,customer0605@example.com,2025-11-13,Consumer,MA,1
606,Sophia Harris,customer0606@example.com,2023-06-02,Consumer,AZ,4
607,Ava Anderson,customer0607@example.com,2024-05-11,Small Business,TN,2
608,Jack Lewis,customer0608@example.com,2025-12-06,Consumer,IL,3
609,Jack Garcia,customer0609@example.com,2023-08-02,Consumer,CA,5
610,Noah Lewis,customer0610@example.com,2023-02-14,Small Business,NV,4
611,Nora Jackson,customer0611@example.com,2023-08-28,Consumer,TN,2
612,Noah Thompson,customer0612@example.com,2023-11-09,Consumer,TX,4
613,Sophia Clark,customer0613@example.com,2025-10-02,Consumer,NJ,1
614,Olivia Garcia,customer0614@example.com,2023-06-09,Consumer,CO,5
615,Lucas Martin,customer0615@example.com,2022-04-13,Consumer,OH,3
616,Mason Taylor,customer0616@example.com,2025-10-18,Consumer,NJ,1
617,Emma Patel,customer0617@example.com,2022-10-11,Small Business,NY,1
618,Nora Martin,customer0618@example.com,2025-06-27,Consumer,IL,3
619,Aria Lee,customer0619@example.com,2022-08-22,Consumer,MN,3
620,Leah Thompson,customer0620@example.com,2024-05-13,Consumer,OH,3
621,Mia Smith,customer0621@example.com,2022-11-23,Consumer,CT,1
622,Owen Martin,customer0622@example.com,2023-01-07,Consumer,NM,4
623,Ava Brown,customer0623@example.com,2024-09-16,Corporate,CA,5
624,Ella Smith,customer0624@example.com,2022-05-10,Consumer,NM,4
625,Leo Clark,customer0625@example.com,2025-03-03,Consumer,PA,1
626,Leo Lewis,customer0626@example.com,2022-07-15,Consumer,WA,5
627,Nora Moore,customer0627@example.com,2022-11-01,Small Business,NV,4
628,Emma Patel,customer0628@example.com,2025-08-10,Corporate,UT,5
629,Aiden Lee,customer0629@example.com,2022-06-03,Small Business,NM,4
630,Aria Martinez,customer0630@example.com,2022-04-14,Consumer,TN,2
631,Leah Wilson,customer0631@example.com,2022-06-11,Consumer,NV,4
632,Olivia Thompson,customer0632@example.com,2024-07-04,Consumer,OK,4
633,Sophia Moore,customer0633@example.com,2024-04-24,Consumer,CT,1
634,Olivia Lewis,customer0634@example.com,2025-06-21,Consumer,CT,1
635,Noah Martin,customer0635@example.com,2023-11-30,Consumer,CA,5
636,Ella Thomas,customer0636@example.com,2025-02-21,Small Business,TN,2
637,Nora Martin,customer0637@example.com,2022-08-22,Consumer,AZ,4
638,Aria Taylor,customer0638@example.com,2025-07-21,Corporate,PA,1
639,Leo Taylor,customer0639@example.com,2025-12-08,Consumer,WA,5
640,Mia Jackson,customer0640@example.com,2022-08-08,Consumer,AZ,4
641,Sophia Moore,customer0641@example.com,2023-03-18,Consumer,GA,2
642,Sophia Jackson,customer0642@example.com,2022-04-06,Corporate,WI,3
643,Ella Martin,customer0643@example.com,2025-09-10,Consumer,CT,1
644,Aiden Patel,customer0644@example.com,2024-12-22,Small Business,TN,2
645,Owen Thompson,customer0645@example.com,2024-11-07,Small Business,AZ,4
646,Liam Brown,customer0646@example.com,2022-08-01,Consumer,UT,5
647,Aria White,customer0647@example.com,2024-02-27,Consumer,UT,5
648,Lucas Moore,customer0648@example.com,2023-12-04,Corporate,VA,2
649,Mia Jackson,customer0649@example.com,2025-05-18,Small Business,TN,2
650,Ryan Thomas,customer0650@example.com,2025-12-28,Small Business,WI,3
651,Noah Davis,customer0651@example.com,2025-07-02,Small Business,NC,2
652,Liam White,customer0652@example.com,2025-01-16,Small Business,NC,2
653,Nora Harris,customer0653@example.com,2024-09-10,Consumer,MA,1
654,Mason Jackson,customer0654@example.com,2022-01-27,Consumer,CA,5
655,Mia Smith,customer0655@example.com,2025-10-04,Consumer,NM,4
656,Mason Martinez,customer0656@example.com,2022-10-27,Small Business,NC,2
657,Ryan Smith,customer0657@example.com,2024-01-05,Small Business,FL,2
658,Ryan Wilson,customer0658@example.com,2025-08-18,Consumer,WA,5
659,Mason Smith,customer0659@example.com,2024-02-21,Consumer,OR,5
660,Emma Patel,customer0660@example.com,2023-05-30,Consumer,CO,5
661,Nora Clark,customer0661@example.com,2025-01-24,Small Business,GA,2
662,Mason Martin,customer0662@example.com,2022-12-30,Corporate,FL,2
663,Liam White,customer0663@example.com,2022-09-02,Consumer,VA,2
664,Ryan Martinez,customer0664@example.com,2022-09-24,Consumer,MI,3
665,Aria Martin,customer0665@example.com,2025-12-24,Corporate,NJ,1
666,Aria Lewis,customer0666@example.com,2022-04-15,Small Business,TN,2
667,Aiden Clark,customer0667@example.com,2025-01-31,Consumer,MI,3
668,Ethan Lee,customer0668@example.com,2024-12-02,Consumer,UT,5
669,Zoe Harris,customer0669@example.com,2025-01-04,Consumer,NC,2
670,Noah Thomas,customer0670@example.com,2023-11-10,Consumer,GA,2
671,Leo Thompson,customer0671@example.com,2025-02-23,Small Business,CA,5
672,Nora Martin,customer0672@example.com,2023-05-08,Corporate,CT,1
673,Ethan Smith,customer0673@example.com,2025-10-29,Corporate,CO,5
674,Leah Martinez,customer0674@example.com,2025-01-11,Small Business,NJ,1
675,Nora White,customer0675@example.com,2024-11-07,Consumer,CA,5
676,Noah Thomas,customer0676@example.com,2024-11-18,Consumer,IL,3
677,Ryan Harris,customer0677@example.com,2022-01-16,Consumer,GA,2
678,Zoe Garcia,customer0678@example.com,2023-02-26,Consumer,VA,2
679,Mia Patel,customer0679@example.com,2024-07-29,Small Business,NJ,1
680,Olivia Smith,customer0680@example.com,2022-12-31,Small Business,CT,1
681,Owen Wilson,customer0681@example.com,2023-06-14,Consumer,MA,1
682,Zoe Thomas,customer0682@example.com,2022-02-04,Consumer,TX,4
683,Ava Lewis,customer0683@example.com,2022-05-10,Small Business,UT,5
684,Olivia Taylor,customer0684@example.com,2024-10-26,Consumer,PA,1
685,Olivia Anderson,customer0685@example.com,2024-06-15,Consumer,CA,5
686,Liam Harris,customer0686@example.com,2023-03-27,Consumer,OK,4
687,Mason Brown,customer0687@example.com,2023-09-03,Small Business,OR,5
688,Ryan Harris,customer0688@example.com,2022-10-17,Consumer,NJ,1
689,Jack Moore,customer0689@example.com,2025-01-05,Consumer,CA,5
690,Noah Taylor,customer0690@example.com,2023-03-10,Consumer,WI,3
691,Liam Lee,customer0691@example.com,2023-03-29,Consumer,NC,2
692,Sophia Lee,customer0692@example.com,2025-10-06,Small Business,FL,2
693,Ella Harris,customer0693@example.com,2022-05-30,Consumer,CA,5
694,Sophia Davis,customer0694@example.com,2025-04-04,Consumer,MI,3
695,Mia Wilson,customer0695@example.com,2022-07-24,Consumer,IL,3
696,Aria Thompson,customer0696@example.com,2024-07-11,Consumer,NC,2
697,Mia Clark,customer0697@example.com,2025-03-06,Consumer,OR,5
698,Liam Patel,customer0698@example.com,2023-10-04,Consumer,AZ,4
699,Lucas Taylor,customer0699@example.com,2022-10-03,Small Business,NM,4
700,Ella Martin,customer0700@example.com,2024-01-05,Small Business,OK,4
701,Sophia Lee,customer0701@example.com,2025-08-15,Consumer,OR,5
702,Ryan Davis,customer0702@example.com,2023-06-24,Small Business,FL,2
703,Ava White,customer0703@example.com,2025-07-17,Consumer,CT,1
704,Leah Clark,customer0704@example.com,2023-03-12,Corporate,UT,5
705,Ryan Harris,customer0705@example.com,2024-08-24,Consumer,OH,3
706,Leah Wilson,customer0706@example.com,2025-04-22,Small Business,MI,3
707,Ella White,customer0707@example.com,2024-11-11,Consumer,NC,2
708,Ava Wilson,customer0708@example.com,2025-06-11,Small Business,UT,5
709,Ella Lee,customer0709@example.com,2023-01-02,Consumer,TN,2
710,Aiden Taylor,customer0710@example.com,2022-03-24,Consumer,VA,2
711,Olivia Martinez,customer0711@example.com,2024-01-27,Consumer,GA,2
712,Nora Moore,customer0712@example.com,2024-08-19,Corporate,CA,5
713,Aria Garcia,customer0713@example.com,2025-12-12,Corporate,PA,1
714,Owen Harris,customer0714@example.com,2025-03-13,Consumer,MN,3
715,Owen Johnson,customer0715@example.com,2024-11-24,Consumer,OH,3
716,Leah Taylor,customer0716@example.com,2023-12-08,Consumer,CO,5
717,Ava White,customer0717@example.com,2022-10-12,Consumer,WA,5
718,Leo Martinez,customer0718@example.com,2023-03-10,Consumer,NY,1
719,Jack Garcia,customer0719@example.com,2025-09-15,Consumer,MI,3
720,Aiden Thompson,customer0720@example.com,2024-09-08,Consumer,NY,1
721,Ava Wilson,customer0721@example.com,2022-03-30,Consumer,NV,4
722,Mia White,customer0722@example.com,2022-03-22,Corporate,GA,2
723,Liam Martinez,customer0723@example.com,2023-01-04,Consumer,MA,1
724,Owen Patel,customer0724@example.com,2025-09-17,Small Business,CA,5
725,Ella Lewis,customer0725@example.com,2024-08-23,Small Business,GA,2
726,Zoe Lewis,customer0726@example.com,2022-10-20,Small Business,GA,2
727,Leo Martinez,customer0727@example.com,2022-12-10,Small Business,OR,5
728,Jack Clark,customer0728@example.com,2022-05-21,Consumer,OK,4
729,Sophia Patel,customer0729@example.com,2023-02-19,Consumer,TN,2
730,Mia Lewis,customer0730@example.com,2022-07-17,Consumer,NV,4
731,Emma Harris,customer0731@example.com,2024-10-27,Small Business,CA,5
732,Mia Lewis,customer0732@example.com,2025-01-09,Small Business,OK,4
733,Zoe Taylor,customer0733@example.com,2022-03-30,Small Business,CO,5
734,Aiden Moore,customer0734@example.com,2023-12-19,Consumer,TN,2
735,Zoe Brown,customer0735@example.com,2023-06-06,Consumer,NY,1
736,Mason Lewis,customer0736@example.com,2025-01-18,Consumer,NY,1
737,Ava Clark,customer0737@example.com,2024-12-06,Consumer,NJ,1
738,Noah Thomas,customer0738@example.com,2024-04-17,Consumer,AZ,4
739,Owen Martinez,customer0739@example.com,2023-06-20,Small Business,OK,4
740,Nora Lewis,customer0740@example.com,2023-07-19,Corporate,CO,5
741,Zoe Harris,customer0741@example.com,2025-02-15,Consumer,NC,2
742,Ryan Thompson,customer0742@example.com,2023-06-04,Corporate,UT,5
743,Leah Brown,customer0743@example.com,2025-09-12,Consumer,OH,3
744,Liam Garcia,customer0744@example.com,2023-03-16,Consumer,NM,4
745,Jack Smith,customer0745@example.com,2022-11-26,Consumer,CA,5
746,Mia Thompson,customer0746@example.com,2025-05-14,Consumer,NJ,1
747,Ethan Taylor,customer0747@example.com,2022-06-13,Consumer,MN,3
748,Jack White,customer0748@example.com,2023-08-10,Small Business,NV,4
749,Liam Thompson,customer0749@example.com,2024-06-18,Consumer,CT,1
750,Noah Smith,customer0750@example.com,2025-05-12,Consumer,OH,3
751,Liam Smith,customer0751@example.com,2024-01-07,Consumer,CA,5
752,Olivia Martinez,customer0752@example.com,2024-03-29,Consumer,VA,2
753,Owen Davis,customer0753@example.com,2024-11-26,Consumer,TX,4
754,Ryan Anderson,customer0754@example.com,2025-02-19,Corporate,PA,1
755,Lucas Wilson,customer0755@example.com,2025-05-26,Corporate,MN,3
756,Owen Patel,customer0756@example.com,2023-06-19,Consumer,NV,4
757,Ryan Johnson,customer0757@example.com,2024-10-27,Consumer,NJ,1
758,Lucas Harris,customer0758@example.com,2025-03-23,Consumer,CO,5
759,Owen Thompson,customer0759@example.com,2023-05-14,Small Business,OK,4
760,Owen Patel,customer0760@example.com,2024-09-14,Consumer,TX,4
761,Ethan Wilson,customer0761@example.com,2023-10-09,Consumer,NM,4
762,Ryan Patel,customer0762@example.com,2025-12-06,Small Business,WA,5
763,Olivia Moore,customer0763@example.com,2025-10-11,Small Business,MI,3
764,Ryan Lee,customer0764@example.com,2024-09-02,Consumer,NY,1
765,Lucas Lee,customer0765@example.com,2025-10-31,Corporate,WA,5
766,Noah Wilson,customer0766@example.com,2023-05-11,Small Business,AZ,4
767,Noah Wilson,customer0767@example.com,2025-06-20,Consumer,FL,2
768,Olivia Thompson,customer0768@example.com,2025-06-11,Consumer,CT,1
769,Aiden Taylor,customer0769@example.com,2025-06-25,Consumer,CT,1
770,Aiden Lee,customer0770@example.com,2024-11-12,Consumer,OH,3
771,Mia Smith,customer0771@example.com,2024-12-12,Small Business,CO,5
772,Emma White,customer0772@example.com,2023-12-13,Consumer,WA,5
773,Sophia White,customer0773@example.com,2024-07-31,Consumer,TX,4
774,Noah Moore,customer0774@example.com,2025-04-04,Consumer,PA,1
775,Lucas Lee,customer0775@example.com,2025-01-28,Consumer,OR,5
776,Jack Thomas,customer0776@example.com,2024-01-20,Consumer,OK,4
777,Zoe Taylor,customer0777@example.com,2024-01-18,Small Business,NC,2
778,Liam Clark,customer0778@example.com,2022-09-26,Corporate,AZ,4
